FlightNumber,PayloadMass,Flights,GridFins,Reused,Legs,Block,ReusedCount,Column1_ES-L1,Column1_GEO,Column1_GTO,Column1_HEO,Column1_ISS,Column1_LEO,Column1_MEO,Column1_PO,Column1_SO,Column1_SSO,Column1_VLEO,Column2_5e9e3032383ecb267a34e7c7,Column2_5e9e3032383ecb554034e7c9,Column2_5e9e3032383ecb6bb234e7ca,Column2_5e9e3032383ecb761634e7cb,Column2_5e9e3033383ecbb9e534e7cc,Column3_B0003,Column3_B0005,Column3_B0007,Column3_B1003,Column3_B1004,Column3_B1005,Column3_B1006,Column3_B1007,Column3_B1008,Column3_B1010,Column3_B1011,Column3_B1012,Column3_B1013,Column3_B1015,Column3_B1016,Column3_B1017,Column3_B1018,Column3_B1019,Column3_B1020,Column3_B1021,Column3_B1022,Column3_B1023,Column3_B1025,Column3_B1026,Column3_B1028,Column3_B1029,Column3_B1030,Column3_B1031,Column3_B1032,Column3_B1034,Column3_B1035,Column3_B1036,Column3_B1037,Column3_B1038,Column3_B1039,Column3_B1040,Column3_B1041,Column3_B1042,Column3_B1043,Column3_B1044,Column3_B1045,Column3_B1046,Column3_B1047,Column3_B1048,Column3_B1049,Column3_B1050,Column3_B1051,Column3_B1054,Column3_B1056,Column3_B1058,Column3_B1059,Column3_B1060,Column3_B1062,Column4_CCAFS SLC 40,Column4_KSC LC 39A,Column4_VAFB SLC 4E
77,15600.0,5,True,True,True,5.0,4,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
78,15400.0,4,True,True,True,5.0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
79,9525.0,1,True,False,True,5.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
80,15400.0,5,True,True,True,5.0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
81,15400.0,3,True,True,True,5.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
82,3880.0,1,True,False,True,5.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
83,6104.959411764706,2,True,True,True,5.0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
84,15400.0,6,True,True,True,5.0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
85,1600.0,4,True,True,True,5.0,3,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
86,15400.0,2,True,True,True,5.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
87,15400.0,3,True,True,True,5.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
88,15400.0,6,True,True,True,5.0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
89,15400.0,3,True,True,True,5.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
90,3681.0,1,True,False,True,5.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
